prompt,response,ground truth
 Detect car-like objects in an unspecified location on 10/05/2017.," Certainly, please provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to detect car-like objects on that date.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Count the car-like objects in an unspecified location in a coastal area for today.," I can assist with that, but I need to know the specific location (administrative area ward/commune/subdistrict/town/village level) within the coastal area where you want to count car-like objects for today.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Detect car-like objects in an unspecified location in a forested area for last summer.," Of course, can you specify the precise location (administrative area ward/commune/subdistrict/town/village level) within the forested area where you want to detect car-like objects for last summer?",tree counting/detection
 Count the car-like objects in an unspecified location for today.," To proceed, please specify the location (administrative area ward/commune/subdistrict/town/village level) where you want to count car-like objects for today.",calculate Normalized difference vegetation index (NDVI)
 Count the car-like objects in an unspecified location in a suburban area for the month of May 2019.," Certainly, I'd be happy to assist. Can you provide the specific location (administrative area ward/commune/subdistrict/town/village level) within the suburban area where you want to count car-like objects for May 2019?",change of building/land/water body detection
 Count the car-like objects in an unspecified location in an industrial area for last summer.," I'd be glad to assist, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) within the industrial area where you want to count car-like objects for last summer.",cloud removal from aerial image
 Count the car-like objects in an unspecified location in a mountainous area for today.," Certainly, but could you specify the precise location (administrative area ward/commune/subdistrict/town/village level) within the mountainous area where you want to count car-like objects for today?",land use/land cover in segmentation
 Detect aircraft categories in an unspecified location for today.," To detect aircraft categories accurately, I need you to specify the location (administrative area ward/commune/subdistrict/town/village level) where you want this analysis done.",change of building/land/water body detection
 Identify aircraft categories in an unspecified location for last month.," To proceed, please provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you would like to identify aircraft categories for last month.",cloud removal from aerial image
 Detect aircraft categories in an unspecified location for the summer of 2018.," Before we proceed, I need you to specify the precise location (administrative area ward/commune/subdistrict/town/village level) where you want to detect aircraft categories for the summer of 2018.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Identify aircraft categories in an unspecified location on 10/05/2017.," Certainly, please provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to identify aircraft categories on that date.",change of building/land/water body detection
 Detect aircraft categories in an unspecified location in a coastal area for today.," I can assist with that, but I need to know the specific location (administrative area ward/commune/subdistrict/town/village level) within the coastal area where you want to detect aircraft categories for today.",calculate Normalized difference vegetation index (NDVI)
 Identify aircraft categories in an unspecified location in a forested area for last summer.," Of course, can you specify the precise location (administrative area ward/commune/subdistrict/town/village level) within the forested area where you want to identify aircraft categories for last summer?",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Detect aircraft categories in an unspecified location for today.," To proceed, please specify the location (administrative area ward/commune/subdistrict/town/village level) where you want to detect aircraft categories for today.",cloud removal from aerial image
 Detect aircraft categories in an unspecified location in a suburban area for the month of May 2019.," Certainly, I'd be happy to assist. Can you provide the specific location (administrative area ward/commune/subdistrict/town/village level) within the suburban area where you want to detect aircraft categories for May 2019?",land use/land cover in segmentation
 Identify aircraft categories in an unspecified location in an industrial area for last summer.," I'd be glad to assist, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) within the industrial area where you want to identify aircraft categories for last summer.",aircraft category object detection
 Detect aircraft categories in an unspecified location in a mountainous area for today.," Certainly, but could you specify the precise location (administrative area ward/commune/subdistrict/town/village level) within the mountainous area where you want to detect aircraft categories for today?",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Segment land use/land cover in an unspecified location for today.," To accurately segment land use/land cover, I need you to specify the location (administrative area ward/commune/subdistrict/town/village level) where you want this analysis done.",aircraft category object detection
 Perform land use/land cover segmentation in an unspecified location for last month.," To proceed, please provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you would like to perform land use/land cover segmentation for last month.",land use/land cover in segmentation
 Segment land use/land cover in an unspecified location for the summer of 2018.," Before we proceed, I need you to specify the precise location (administrative area ward/commune/subdistrict/town/village level) where you want to segment land use/land cover for the summer of 2018.",cloud removal from aerial image
 Perform land use/land cover segmentation in an unspecified location on 10/05/2017.," Certainly, please provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use/land cover segmentation on that date.",tree counting/detection
 Segment land use/land cover in an unspecified location in a coastal area for today.," I can assist with that, but I need to know the specific location (administrative area ward/commune/subdistrict/town/village level) within the coastal area where you want to perform land use/land cover segmentation for today.",land use/land cover in segmentation
 Perform land use/land cover segmentation in an unspecified location in a forested area for last summer.," Of course, can you specify the precise location (administrative area ward/commune/subdistrict/town/village level) within the forested area where you want to perform land use/land cover segmentation for last summer?",change of building/land/water body detection
 Segment land use/land cover in an unspecified location for today.," To proceed, please specify the location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use/land cover segmentation for today.",calculate Normalized difference vegetation index (NDVI)
 Segment land use/land cover in an unspecified location in a suburban area for the month of May 2019.," Certainly, I'd be happy to assist. Can you provide the specific location (administrative area ward/commune/subdistrict/town/village level) within the suburban area where you want to perform land use/land cover segmentation for May 2019?",tree counting/detection
 Segment land use/land cover in an unspecified location in an industrial area for last summer.," I'd be glad to assist, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) within the industrial area where you want to perform land use/land cover segmentation for last summer.",change of building/land/water body detection
 Segment land use/land cover in an unspecified location in a mountainous area for today.," Certainly, but could you specify the precise location (administrative area ward/commune/subdistrict/town/village level) within the mountainous area where you want to perform land use/land cover segmentation for today?",calculate Normalized difference vegetation index (NDVI)
 Count trees in an unspecified location for today.," To accurately count trees, I need you to specify the location (administrative area ward/commune/subdistrict/town/village level) where you want this analysis done.",calculate Normalized difference vegetation index (NDVI)
 Perform tree counting in an unspecified location for last month.," To proceed, please provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you would like to perform tree counting for last month.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Count trees in an unspecified location for the summer of 2018.," Before we proceed, I need you to specify the precise location (administrative area ward/commune/subdistrict/town/village level) where you want to count trees for the summer of 2018.",land use/land cover in segmentation
 Perform tree counting in an unspecified location on 10/05/2017.," Certainly, please provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform tree counting on that date.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Count trees in an unspecified location in a coastal area for today.," I can assist with that, but I need to know the specific location (administrative area ward/commune/subdistrict/town/village level) within the coastal area where you want to count trees for today.",change of building/land/water body detection
 Perform tree counting in an unspecified location in a forested area for last summer.," Of course, can you specify the precise location (administrative area ward/commune/subdistrict/town/village level) within the forested area where you want to perform tree counting for last summer?",cloud removal from aerial image
 Count trees in an unspecified location for today.," To proceed, please specify the location (administrative area ward/commune/subdistrict/town/village level) where you want to count trees for today.",land use/land cover in segmentation
 Count trees in an unspecified location in a suburban area for the month of May 2019.," Certainly, I'd be happy to assist. Can you provide the specific location (administrative area ward/commune/subdistrict/town/village level) within the suburban area where you want to count trees for May 2019?",land use/land cover in segmentation
 Count trees in an unspecified location in an industrial area for last summer.," I'd be glad to assist, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) within the industrial area where you want to count trees for last summer.",cloud removal from aerial image
 Count trees in an unspecified location in a mountainous area for today.," Certainly, but could you specify the precise location (administrative area ward/commune/subdistrict/town/village level) within the mountainous area where you want to count trees for today?",land use/land cover in segmentation
 Count trees in an unspecified location for today.," To accurately count trees, I need you to specify the location (administrative area ward/commune/subdistrict/town/village level) where you want this analysis done.",land use/land cover in segmentation
 Perform tree counting in an unspecified location for last month.," To proceed, please provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you would like to perform tree counting for last month.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Count trees in an unspecified location for the summer of 2018.," Before we proceed, I need you to specify the precise location (administrative area ward/commune/subdistrict/town/village level) where you want to count trees for the summer of 2018.",tree counting/detection
 Perform tree counting in an unspecified location on 10/05/2017.," Certainly, please provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform tree counting on that date.",cloud removal from aerial image
 Count trees in an unspecified location in a coastal area for today.," I can assist with that, but I need to know the specific location (administrative area ward/commune/subdistrict/town/village level) within the coastal area where you want to count trees for today.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Perform tree counting in an unspecified location in a forested area for last summer.," Of course, can you specify the precise location (administrative area ward/commune/subdistrict/town/village level) within the forested area where you want to perform tree counting for last summer?",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Count trees in an unspecified location for today.," To proceed, please specify the location (administrative area ward/commune/subdistrict/town/village level) where you want to count trees for today.",aircraft category object detection
 Count trees in an unspecified location in a suburban area for the month of May 2019.," Certainly, I'd be happy to assist. Can you provide the specific location (administrative area ward/commune/subdistrict/town/village level) within the suburban area where you want to count trees for May 2019?",land use/land cover in segmentation
 Count trees in an unspecified location in an industrial area for last summer.," I'd be glad to assist, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) within the industrial area where you want to count trees for last summer.",change of building/land/water body detection
 Count trees in an unspecified location in a mountainous area for today.," Certainly, but could you specify the precise location (administrative area ward/commune/subdistrict/town/village level) within the mountainous area where you want to count trees for today?",change of building/land/water body detection
 Remove clouds from an unspecified aerial image for today.," To proceed, I need you to specify the location (administrative area ward/commune/subdistrict/town/village level) where the aerial image is located.",aircraft category object detection
 Perform cloud removal from an unspecified location for last month.," Before we proceed, please provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform cloud removal for last month.",change of building/land/water body detection
 Remove clouds from an unspecified aerial image for the summer of 2021.," I can certainly help with that, but first, I need to know the precise location (administrative area ward/commune/subdistrict/town/village level) of the aerial image taken during the summer of 2021.",cloud removal from aerial image
 Perform cloud removal from an unspecified location on 15/05/2020.," Certainly, please provide the specific location (administrative area ward/commune/subdistrict/town/village level) of the aerial image you want to process on that date.",land use/land cover in segmentation
 Remove clouds from an unspecified aerial image in a coastal area for today.," I'm ready to assist, but I need you to specify the specific location (administrative area ward/commune/subdistrict/town/village level) within the coastal area where the aerial image is located for today.",aircraft category object detection
 Perform cloud removal from an unspecified aerial image in a forested area for last summer.," Of course, can you specify the precise location (administrative area ward/commune/subdistrict/town/village level) of the aerial image taken in the forested area during last summer?",cloud removal from aerial image
 Remove clouds from an unspecified aerial image for today.," To proceed, please specify the location (administrative area ward/commune/subdistrict/town/village level) of the aerial image you want to process for today.",aircraft category object detection
 Remove clouds from an unspecified aerial image in a suburban area for the month of May 2019.," Certainly, I'd be happy to assist. Can you provide the specific location (administrative area ward/commune/subdistrict/town/village level) of the aerial image taken in the suburban area during May 2019?",aircraft category object detection
 Perform cloud removal from an unspecified aerial image in an industrial area for last summer.," I'd be glad to assist, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) of the aerial image taken in the industrial area during last summer.",land use/land cover in segmentation
 Remove clouds from an unspecified aerial image in a mountainous area for today.," Certainly, but could you specify the precise location (administrative area ward/commune/subdistrict/town/village level) of the aerial image taken in the mountainous area for today?",land use/land cover in segmentation
 Perform land use/land cover segmentation for an unspecified location for today.," To proceed, please specify the precise location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use/land cover segmentation for today.",aircraft category object detection
 Segment land use/land cover for an unspecified location in the previous summer.," Before we proceed, could you provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use/land cover segmentation for the previous summer?",change of building/land/water body detection
 Perform land use/land cover segmentation for an unspecified location for the month of May 2020.," Certainly, I'd be happy to assist. Can you specify the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use/land cover segmentation for May 2020?",aircraft category object detection
 Segment land use/land cover for an unspecified location in a coastal area for today.," I'm ready to assist, but I need you to specify the specific location (administrative area ward/commune/subdistrict/town/village level) within the coastal area where you want to perform land use/land cover segmentation for today.",change of building/land/water body detection
 Perform land use/land cover segmentation for an unspecified location in an urban area for the year 2019.," Of course, but I'll need the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use/land cover segmentation for the year 2019 in the urban area.",change of building/land/water body detection
 Segment land use/land cover for an unspecified location in a forested area for today.," Certainly, I can help with that. Please provide the precise location (administrative area ward/commune/subdistrict/town/village level) for land use/land cover segmentation in the forested area for today.",aircraft category object detection
 Perform land use/land cover segmentation for an unspecified location in a suburban area for the previous summer.," I'd be glad to assist, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use/land cover segmentation for the previous summer in the suburban area.",tree counting/detection
 Segment land use/land cover for an unspecified location in an industrial area for today.," To proceed, please provide the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use/land cover segmentation for today in the industrial area.",land use/land cover in segmentation
 Perform land use/land cover segmentation for an unspecified location in a mountainous area for the year 2018.," Certainly, but could you specify the precise location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use/land cover segmentation for the year 2018 in the mountainous area?",calculate Normalized difference vegetation index (NDVI)
 Segment land use/land cover for an unspecified location in a rural area for today., I'm ready to assist. Please specify the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use/land cover segmentation for today in the rural area.,calculate Normalized difference vegetation index (NDVI)
 Perform tree counting and detection for today.," To proceed, please specify the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to perform tree counting and detection for today.",change of building/land/water body detection
 Count and detect trees for an unspecified location for the previous summer.," Before we proceed, could you provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform tree counting and detection for the previous summer?",change of building/land/water body detection
 Perform tree counting and detection for an unspecified location for the month of May 2020.," Certainly, I'd be happy to assist. Can you specify the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to perform tree counting and detection for May 2020?",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Count and detect trees in a coastal area for today.," I'm ready to assist, but I need you to specify the specific location (administrative area ward/commune/subdistrict/town/village level) within the coastal area where you want to perform tree counting and detection for today.",change of building/land/water body detection
 Perform tree counting and detection in an urban area for the year 2019.," Of course, but I'll need the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform tree counting and detection for the year 2019 in the urban area.",change of building/land/water body detection
 Count and detect trees in a forested area for today.," Certainly, I can help with that. Please provide the precise location (administrative area ward/commune/subdistrict/town/village level) for tree counting and detection in the forested area for today.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Perform tree counting and detection in a suburban area for the previous summer.," I'd be glad to assist, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform tree counting and detection for the previous summer in the suburban area.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Count and detect trees in an industrial area for today.," To proceed, please provide the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to perform tree counting and detection for today in the industrial area.",cloud removal from aerial image
 Perform tree counting and detection in a mountainous area for the year 2018.," Certainly, but could you specify the precise location (administrative area ward/commune/subdistrict/town/village level) where you want to perform tree counting and detection for the year 2018 in the mountainous area?",calculate Normalized difference vegetation index (NDVI)
 Count and detect trees in a rural area for today., I'm ready to assist. Please specify the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform tree counting and detection for today in the rural area.,aircraft category object detection
 Detect aircraft categories today.," To proceed, please specify the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to detect aircraft categories today.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Identify aircraft categories for an unspecified location for last month.," Before we proceed, could you provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to identify aircraft categories for last month?",cloud removal from aerial image
 Perform aircraft category object detection for an unspecified location for the year 2021.," Certainly, I'd be happy to assist. Can you specify the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to perform aircraft category object detection for the year 2021?",cloud removal from aerial image
 Detect aircraft categories in a coastal area today.," I'm ready to assist, but I need you to specify the specific location (administrative area ward/commune/subdistrict/town/village level) within the coastal area where you want to detect aircraft categories today.",change of building/land/water body detection
 Identify aircraft categories in an urban area for the month of May 2020.," Of course, but I'll need the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to identify aircraft categories for May 2020 in the urban area.",aircraft category object detection
 Detect aircraft categories in a forested area today.," Certainly, I can help with that. Please provide the precise location (administrative area ward/commune/subdistrict/town/village level) for aircraft category object detection in the forested area today.",calculate Normalized difference vegetation index (NDVI)
 Perform aircraft category object detection in a suburban area for last summer.," I'd be glad to assist, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform aircraft category object detection for last summer in the suburban area.",aircraft category object detection
 Identify aircraft categories in an industrial area today.," To proceed, please provide the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to identify aircraft categories today in the industrial area.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Detect aircraft categories in a mountainous area for the year 2018.," Certainly, but could you specify the precise location (administrative area ward/commune/subdistrict/town/village level) where you want to detect aircraft categories for the year 2018 in the mountainous area?",calculate Normalized difference vegetation index (NDVI)
 Identify aircraft categories in a rural area for today., I'm ready to assist. Please specify the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to identify aircraft categories for today in the rural area.,change of building/land/water body detection
 Detect changes in buildings today.," To proceed, please specify the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to detect changes in buildings today.",change of building/land/water body detection
 Identify changes in land cover for an unspecified location for last month.," Before we proceed, could you provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to identify changes in land cover for last month?",cloud removal from aerial image
 Perform water body detection for an unspecified location for the year 2021.," Certainly, I'd be happy to assist. Can you specify the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to perform water body detection for the year 2021?",calculate Normalized difference vegetation index (NDVI)
 Detect changes in buildings in a coastal area today.," I'm ready to assist, but I need you to specify the specific location (administrative area ward/commune/subdistrict/town/village level) within the coastal area where you want to detect changes in buildings today.",land use/land cover in segmentation
 Identify changes in land cover in an urban area for the month of May 2020.," Of course, but I'll need the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to identify changes in land cover for May 2020 in the urban area.",land use/land cover in segmentation
 Perform water body detection in a forested area today.," Certainly, I can help with that. Please provide the precise location (administrative area ward/commune/subdistrict/town/village level) for water body detection in the forested area today.",cloud removal from aerial image
 Detect changes in buildings in a suburban area for last summer.," I'd be glad to assist, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to detect changes in buildings for last summer in the suburban area.",land use/land cover in segmentation
 Identify changes in land cover in an industrial area today.," To proceed, please provide the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to identify changes in land cover today in the industrial area.",calculate Normalized difference vegetation index (NDVI)
 Detect changes in buildings in a mountainous area for the year 2018.," Certainly, but could you specify the precise location (administrative area ward/commune/subdistrict/town/village level) where you want to detect changes in buildings for the year 2018 in the mountainous area?",land use/land cover in segmentation
 Identify changes in land cover in a rural area for today., I'm ready to assist. Please specify the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to identify changes in land cover for today in the rural area.,cloud removal from aerial image
 Segment land use and land cover for today.," Before we proceed, please specify the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use and land cover segmentation for today.",land use/land cover in segmentation
 Perform land cover segmentation for an unspecified location for last summer.," To proceed, I'll need you to provide the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land cover segmentation for last summer.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Segment land use in a coastal area for the year 2019.," Certainly, I can assist with that. Can you specify the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use segmentation for the year 2019 in the coastal area?",aircraft category object detection
 Perform land cover segmentation in an urban area today.," I'm ready to assist, but I need you to specify the specific location (administrative area ward/commune/subdistrict/town/village level) within the urban area where you want to perform land cover segmentation today.",aircraft category object detection
 Segment land use in a forested area for the month of May 2020.," Of course, but I'll need the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use segmentation for May 2020 in the forested area.",cloud removal from aerial image
 Perform land cover segmentation in a mountainous area today.," Certainly, I can help with that. Please provide the precise location (administrative area ward/commune/subdistrict/town/village level) for land cover segmentation in the mountainous area today.",aircraft category object detection
 Segment land use in a suburban area for last summer.," I'd be glad to assist, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use segmentation for last summer in the suburban area.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Perform land cover segmentation in an industrial area today.," To proceed, please provide the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land cover segmentation today in the industrial area.",aircraft category object detection
 Segment land use in a rural area for the year 2018.," Certainly, but could you specify the precise location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land use segmentation for the year 2018 in the rural area?",tree counting/detection
 Perform land cover segmentation in a coastal area for today., I'm ready to assist. Please specify the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land cover segmentation for today in the coastal area.,tree counting/detection
 Remove clouds from an aerial image taken today.," Before we proceed, could you please specify the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to remove clouds from the aerial image taken today?",calculate Normalized difference vegetation index (NDVI)
 Perform cloud removal from an unspecified location for the images taken last month.," To assist you, I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to remove clouds from the aerial images taken last month.",change of building/land/water body detection
 Remove clouds from aerial images captured in a coastal area in the year 2019.," Certainly, I can help with that. Can you please specify the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to remove clouds from aerial images taken in the coastal area in the year 2019?",cloud removal from aerial image
 Perform cloud removal from aerial images in an urban area today.," I'm ready to assist, but I need you to specify the specific location (administrative area ward/commune/subdistrict/town/village level) within the urban area where you want to remove clouds from aerial images today.",cloud removal from aerial image
 Remove clouds from aerial images in a forested area for the month of May 2020.," Of course, but I'll need the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to remove clouds from aerial images for May 2020 in the forested area.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Perform cloud removal from aerial images in a mountainous area today.," Certainly, I can assist with that. Please provide the precise location (administrative area ward/commune/subdistrict/town/village level) for cloud removal from aerial images today in the mountainous area.",land use/land cover in segmentation
 Remove clouds from aerial images in a suburban area for last summer.," I'd be glad to assist, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to remove clouds from aerial images for last summer in the suburban area.",change of building/land/water body detection
 Perform cloud removal from aerial images in an industrial area today.," To proceed, please provide the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to remove clouds from aerial images today in the industrial area.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Remove clouds from aerial images in a rural area for the year 2018.," Certainly, but could you specify the precise location (administrative area ward/commune/subdistrict/town/village level) where you want to remove clouds from aerial images for the year 2018 in the rural area?",calculate Normalized difference vegetation index (NDVI)
 Perform cloud removal from aerial images in a coastal area today., I'm ready to assist. Please specify the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to remove clouds from aerial images for today in the coastal area.,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Count the trees in a specified location today.," To proceed, please specify the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to count trees today.",land use/land cover in segmentation
 Perform tree detection in an unspecified location for the year 2019.," I'd be happy to help, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform tree detection in the year 2019.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Detect trees in a forested area today.," Certainly, I can assist with that. Could you please provide the precise location (administrative area ward/commune/subdistrict/town/village level) for tree detection in the forested area today?",land use/land cover in segmentation
 Count the trees in an urban location last summer.," I'm ready to help, but I need you to specify the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to count trees for last summer in the urban area.",aircraft category object detection
 Detect trees in a coastal area today.," Of course, but I'll need the specific location (administrative area ward/commune/subdistrict/town/village level) within the coastal area where you want to detect trees today.",change of building/land/water body detection
 Count the trees in a rural area for the month of May 2020., I can assist with that. Please provide the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to count trees for May 2020 in the rural area.,land use/land cover in segmentation
 Perform tree detection in a mountainous area today.," Absolutely, I'm here to assist. Please specify the precise location (administrative area ward/commune/subdistrict/town/village level) for tree detection in the mountainous area today.",land use/land cover in segmentation
 Count the trees in an industrial area for today.," To proceed, could you please provide the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to count trees today in the industrial area?",land use/land cover in segmentation
 Detect trees in an unspecified location for the year 2018.," I'd be glad to assist, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform tree detection in the year 2018.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Count the trees in a suburban area today., I'm here to help. Please specify the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to count trees today in the suburban area.,aircraft category object detection
 Detect changes in land features for today.," To proceed, please specify the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to detect changes in land features today.",land use/land cover in segmentation
 Perform building change detection in an unspecified location for the year 2018.," I'd be happy to help, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform building change detection in the year 2018.",change of building/land/water body detection
 Detect water body changes in a river area today.," Certainly, I can assist with that. Could you please provide the precise location (administrative area ward/commune/subdistrict/town/village level) for water body change detection in the river area today?",tree counting/detection
 Identify changes in land use in an urban location last summer.," I'm ready to help, but I need you to specify the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to identify changes in land use for last summer in the urban area.",tree counting/detection
 Detect changes in building structures in a coastal area today.," Of course, but I'll need the specific location (administrative area ward/commune/subdistrict/town/village level) within the coastal area where you want to detect changes in building structures today.",calculate Normalized difference vegetation index (NDVI)
 Identify changes in water bodies in a rural area for the month of May 2020., I can assist with that. Please provide the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to identify changes in water bodies for May 2020 in the rural area.,change of building/land/water body detection
 Detect land feature changes in a mountainous area today.," Absolutely, I'm here to assist. Please specify the precise location (administrative area ward/commune/subdistrict/town/village level) for land feature change detection in the mountainous area today.",calculate Normalized difference vegetation index (NDVI)
 Identify changes in building structures in an industrial area for today.," To proceed, could you please provide the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to identify changes in building structures today in the industrial area?",change of building/land/water body detection
 Detect changes in land features in an unspecified location for the year 2015.," I'd be glad to assist, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform land feature change detection in the year 2015.",aircraft category object detection
 Identify changes in water bodies in a suburban area today., I'm here to help. Please specify the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to identify changes in water bodies today in the suburban area.,aircraft category object detection
 Detect changes in land features for the month of May 2021.," To proceed, please specify the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to detect changes in land features for May 2021.",change of building/land/water body detection
 Perform building change detection in an urban location today.," I'd be happy to help, but I'll need to know the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to perform building change detection today.",tree counting/detection
 Detect water body changes in a river area for the year 2019.," Certainly, I can assist with that. Could you please provide the precise location (administrative area ward/commune/subdistrict/town/village level) for water body change detection in the river area in 2019?",aircraft category object detection
 Identify changes in land use in an unspecified location last summer.," I'm ready to help, but I need you to specify the specific location (administrative area ward/commune/subdistrict/town/village level) where you want to identify changes in land use for last summer.",tree counting/detection
 Detect changes in building structures in a coastal area for today.," Of course, but I'll need the specific location (administrative area ward/commune/subdistrict/town/village level) within the coastal area where you want to detect changes in building structures today.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Identify changes in water bodies in a rural area for the month of June 2020., I can assist with that. Please provide the exact location (administrative area ward/commune/subdistrict/town/village level) where you want to identify changes in water bodies for June 2020 in the rural area.,cloud removal from aerial image
